frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
72,1776494440839434000,17.862,1.318,14.65,1.708,0.186,0,0,1.0,,0.0
73,1776494440872792000,13.746,1.207,10.452,1.718,0.369,0,0,1.0,,0.0
73,1776494440872792000,14.055,1.344,11.206,1.291,0.214,0,0,1.0,,0.0
74,1776494440897747000,11.653,0.93,8.912,1.684,0.128,0,0,1.0,,0.0
74,1776494440897747000,13.476,0.948,10.702,1.605,0.221,0,0,1.0,,0.0
75,1776494440931099000,11.807,0.977,8.973,1.718,0.14,0,0,1.0,,0.0
75,1776494440931099000,14.802,1.251,11.084,2.226,0.242,0,0,1.0,,0.0
76,1776494440964427000,11.256,0.94,8.543,1.606,0.167,0,0,1.0,,0.0
76,1776494440964427000,13.74,0.985,11.199,1.405,0.152,0,0,1.0,,0.0
77,1776494440989416000,11.709,0.944,8.938,1.695,0.133,0,0,1.0,,0.0
77,1776494440989416000,13.443,0.95,10.592,1.691,0.209,0,0,1.0,,0.0
78,1776494441014433000,12.16,1.299,9.06,1.521,0.279,0,0,1.0,,0.0
78,1776494441014433000,14.37,1.019,11.683,1.516,0.152,0,0,1.0,,0.0
79,1776494441047764000,11.682,0.902,8.849,1.803,0.128,0,0,1.0,,0.0
79,1776494441047764000,13.543,1.116,10.843,1.289,0.295,0,0,1.0,,0.0
80,1776494441072757000,12.419,0.993,8.812,2.238,0.376,0,0,1.0,,0.0
81,1776494441097756000,13.345,0.901,10.568,1.679,0.197,0,0,1.0,,0.0
81,1776494441097756000,13.24,1.865,9.02,2.134,0.221,0,0,1.0,,0.0
82,1776494441122767000,13.257,1.042,10.635,1.441,0.14,0,0,1.0,,0.0
82,1776494441122767000,11.576,0.879,8.996,1.537,0.163,0,0,1.0,,0.0
82,1776494441122767000,13.377,1.067,10.948,1.226,0.136,0,0,1.0,,0.0
83,1776494441156111000,12.289,0.919,8.826,2.178,0.366,0,0,1.0,,0.0
84,1776494441181098000,13.853,1.105,10.496,2.12,0.132,0,0,1.0,,0.0
84,1776494441181098000,12.211,0.935,9.414,1.466,0.396,0,0,1.0,,0.0
84,1776494441181098000,13.676,1.152,10.874,1.508,0.142,0,0,1.0,,0.0
85,1776494441214427000,11.659,0.879,8.929,1.718,0.132,0,0,1.0,,0.0
85,1776494441214427000,17.841,4.709,11.138,1.549,0.445,0,0,1.0,,0.0
86,1776494441239428000,11.823,0.972,8.954,1.705,0.192,0,0,1.0,,0.0
86,1776494441239428000,14.06,1.225,11.118,1.512,0.204,0,0,1.0,,0.0
87,1776494441264435000,12.612,0.888,8.989,2.588,0.148,0,0,1.0,,0.0
88,1776494441297769000,13.715,0.932,10.478,2.148,0.157,0,0,1.0,,0.0
88,1776494441297769000,12.906,0.937,9.085,2.747,0.137,0,0,1.0,,0.0
89,1776494441322775000,12.892,1.001,9.952,1.669,0.27,0,0,1.0,,0.0
89,1776494441322775000,12.934,0.89,9.011,2.833,0.2,0,0,1.0,,0.0
90,1776494441356117000,13.305,1.083,10.588,1.403,0.231,0,0,1.0,,0.0
90,1776494441356117000,12.575,0.902,9.073,2.446,0.153,0,0,1.0,,0.0
91,1776494441381094000,13.376,0.921,10.501,1.734,0.22,0,0,1.0,,0.0
91,1776494441381094000,12.076,0.948,8.98,1.784,0.365,0,0,1.0,,0.0
92,1776494441406110000,13.532,1.088,10.544,1.755,0.144,0,0,1.0,,0.0
92,1776494441406110000,11.82,0.908,8.989,1.788,0.136,0,0,1.0,,0.0
92,1776494441406110000,14.312,1.578,10.887,1.587,0.26,0,0,1.0,,0.0
93,1776494441439429000,12.683,0.912,8.99,2.646,0.135,0,0,1.0,,0.0
94,1776494441464430000,13.516,0.905,10.538,1.943,0.129,0,0,1.0,,0.0
94,1776494441464430000,15.738,3.785,9.351,2.058,0.545,0,0,1.0,,0.0
95,1776494441489436000,15.546,1.137,11.868,2.294,0.247,0,0,1.0,,0.0
95,1776494441489436000,11.322,1.04,8.842,1.291,0.148,0,0,1.0,,0.0
95,1776494441489436000,15.291,2.183,11.014,1.6,0.495,0,0,1.0,,0.0
96,1776494441522756000,11.799,0.893,8.921,1.843,0.141,0,0,1.0,,0.0
96,1776494441522756000,14.102,1.322,10.823,1.537,0.419,0,0,1.0,,0.0
97,1776494441556119000,12.254,1.002,8.507,1.713,1.032,0,0,1.0,,0.0
97,1776494441556119000,15.369,1.633,11.374,2.101,0.261,0,0,1.0,,0.0
98,1776494441581104000,12.232,0.897,8.823,2.312,0.2,0,0,1.0,,0.0
99,1776494441614464000,13.911,1.102,10.568,1.975,0.265,0,0,1.0,,0.0
99,1776494441614464000,12.018,1.104,9.046,1.696,0.174,0,0,1.0,,0.0
100,1776494441639434000,13.659,1.139,10.894,1.497,0.13,0,0,1.0,,0.0
100,1776494441639434000,11.916,0.885,8.973,1.926,0.133,0,0,1.0,,0.0
100,1776494441639434000,14.382,1.839,10.775,1.615,0.152,0,0,1.0,,0.0
101,1776494441672790000,11.746,0.919,8.971,1.698,0.158,0,0,1.0,,0.0
102,1776494441697766000,15.294,0.948,10.634,3.382,0.33,0,0,1.0,,0.0
102,1776494441697766000,11.718,0.951,8.964,1.657,0.147,0,0,1.0,,0.0
103,1776494441722782000,13.363,1.219,10.483,1.521,0.14,0,0,1.0,,0.0
103,1776494441722782000,14.406,0.886,8.991,4.363,0.166,0,0,1.0,,0.0
104,1776494441756125000,12.622,1.807,9.167,1.506,0.142,0,0,1.0,,0.0
104,1776494441756125000,12.402,1.507,8.992,1.676,0.226,0,0,1.0,,0.0
105,1776494441781123000,14.063,1.276,10.875,1.771,0.141,0,0,1.0,,0.0
105,1776494441781123000,11.807,0.899,9.682,1.093,0.133,0,0,1.0,,0.0
106,1776494441814448000,14.222,1.398,8.877,3.357,0.591,0,0,1.0,,0.0
107,1776494441839447000,15.339,1.9,9.972,3.126,0.34,0,0,1.0,,0.0
