frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
161,1776747561971538000,12.759,1.671,0.11,6.086,4.892,1,0,0.0,,0.391
162,1776747562004921000,15.954,1.587,0.036,10.259,4.072,1,0,0.0,,0.949
162,1776747562004921000,10.99,3.045,0.003,5.251,2.691,1,0,0.0,,0.95
162,1776747562004921000,13.94,1.554,0.125,7.312,4.949,1,0,0.0,,0.95
163,1776747562038197000,12.068,1.394,0.091,5.459,5.124,1,0,0.0,,0.95
164,1776747562071549000,12.865,1.219,0.031,5.688,5.926,1,0,0.0,,0.934
164,1776747562071549000,10.351,3.446,0.003,5.695,1.208,1,0,0.0,,0.9
164,1776747562071549000,11.466,1.583,0.004,5.609,4.27,1,0,0.0,,0.9
165,1776747562104876000,10.091,2.717,0.003,5.344,2.028,1,0,0.0,,0.9
166,1776747562121545000,12.249,1.797,0.009,4.921,5.522,1,0,0.0,,0.9
166,1776747562121545000,14.841,4.228,0.002,9.62,0.991,1,0,0.0,,0.438
167,1776747562154870000,11.415,1.418,0.002,6.105,3.89,1,0,0.0,,0.438
167,1776747562154870000,12.961,3.76,0.003,7.775,1.423,1,0,0.0,,0.925
168,1776747562182362000,11.753,2.876,0.012,5.167,3.699,1,2,0.0,,0.925
169,1776747562204890000,16.133,1.218,0.002,5.597,9.316,1,0,0.0,,0.925
169,1776747562204890000,10.417,2.678,0.01,6.006,1.723,1,1,0.0,,0.875
170,1776747562229901000,11.115,3.885,0.004,4.65,2.575,1,0,0.0,,0.875
170,1776747562229901000,10.014,3.369,0.002,4.619,2.024,1,0,0.0,,0.875
170,1776747562229901000,9.264,3.255,0.002,4.825,1.182,1,4,0.0,,0.909
171,1776747562263202000,10.824,3.719,0.005,4.428,2.672,1,0,0.0,,0.909
171,1776747562263202000,14.046,5.233,0.003,6.752,2.058,1,0,0.0,,0.909
171,1776747562263202000,12.135,5.989,0.002,4.911,1.234,1,0,0.0,,0.665
172,1776747562288225000,12.364,2.397,0.023,4.881,5.062,1,0,0.0,,0.665
172,1776747562288225000,15.978,2.919,0.008,8.962,4.089,1,0,0.0,,0.665
173,1776747562321566000,13.034,2.216,0.044,5.695,5.079,1,0,0.0,,0.665
173,1776747562321566000,10.24,2.338,0.004,7.015,0.882,1,0,0.0,,0.665
174,1776747562354902000,10.545,3.631,0.008,4.503,2.403,1,0,0.0,,0.665
174,1776747562354902000,10.904,3.342,0.002,6.815,0.745,1,0,0.0,,0.665
175,1776747562388231000,7.727,1.617,0.002,5.906,0.202,0,0,1.0,,0.004
175,1776747562388231000,16.01,6.074,0.005,9.034,0.897,1,0,0.0,,0.959
176,1776747562413227000,12.63,3.28,0.003,4.651,4.696,1,2,0.0,,0.959
176,1776747562413227000,12.541,1.813,0.002,5.153,5.573,1,0,0.0,,0.959
177,1776747562446556000,10.71,3.721,0.002,5.367,1.621,1,0,0.0,,0.872
177,1776747562446556000,11.974,5.696,0.003,5.275,1.0,1,0,0.0,,0.957
178,1776747562471574000,15.18,6.819,0.003,7.171,1.186,1,0,0.0,,0.957
179,1776747562496578000,11.711,2.295,0.004,5.614,3.798,1,1,0.0,,0.957
179,1776747562496578000,10.3,3.795,0.01,5.465,1.03,1,0,0.0,,0.957
179,1776747562496578000,12.43,2.467,0.003,4.436,5.524,1,2,0.0,,0.938
